AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,CRM,CRM,CRM,CRM,CRM,MRNA,MRNA,MRNA,MRNA,MRNA,MSFT,MSFT,MSFT,MSFT,MSFT,NIO,NIO,NIO,NIO,NIO,NNDM,NNDM,NNDM,NNDM,NNDM,NVDA,NVDA,NVDA,NVDA,NVDA,PFE,PFE,PFE,PFE,PFE,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
297.15,300.58,296.5,297.38,31609363,1864.5,1886.1965,1864.5,1874.93,3293469,165.06,166.77,165.0,166.17,2508386,19.02,19.36,18.72,18.89,895895,158.32,159.945,158.06,158.59,17126482,3.5,3.9,3.48,3.83,77393254,2.56,2.58,2.51,2.51,8240,235.1,237.83,234.1,236.04,4713120,38.72,39.24,38.67,38.92,11193319,440.5,454.0,436.92,442.75,16409329
293.79,299.96,292.75,299.78,27487207,1860.0,1903.69,1860.0,1903.33,3598872,165.0,173.67,164.45,173.4234,8106864,18.7,18.76,18.01,18.12,1226236,157.08,159.1,156.51,159.02,15146928,4.19,4.24,3.66,3.69,98224315,2.47,2.58,2.45,2.5,17945,232.32,237.27,231.27,237.03,5799284,38.82,39.0,38.7,38.87,10206988,440.47,451.56,440.0,451.4001,9807049
299.84,300.9,297.48,298.27,23877417,1904.5,1913.89,1892.0433,1906.86,3569706,173.23,176.87,172.09,176.04,7585897,18.15,18.205,17.68,17.81,1253549,159.32,159.67,157.32,157.6,17871760,3.7,3.73,3.21,3.25,100309137,2.48,2.499,2.4,2.41,13517,238.2,241.77,236.39,239.94,7237217,39.12,39.13,38.68,38.76,14328671,461.4,471.63,453.355,469.17,16859537
297.16,304.4399,297.156,303.15,29547763,1898.68,1910.9999,1886.4448,1892.09,3100021,175.23,178.85,174.75,177.33,6534384,17.99,18.08,17.76,17.96,858709,158.93,160.8,157.9491,160.14,22149039,3.14,3.49,3.13,3.385,60130244,2.51,2.51,2.4291,2.4501,17422,239.76,242.04,238.149,240.49,6260748,38.76,39.22,38.75,39.05,12580358,473.7,498.49,468.23,492.09,29804104
307.25,310.43,306.2,309.71,39240341,1909.89,1917.82,1895.8038,1901.0,2913887,178.84,179.9,177.29,179.6,4181704,18.0,18.55,17.9,18.403,1082330,161.835,162.215,161.03,162.09,16868379,3.44,3.58,3.33,3.47,51395446,2.44,2.44,2.395,2.4224,10628,243.85,245.9297,240.855,243.02,5841549,39.27,39.27,38.79,38.89,15754368,497.1,498.8,472.87,481.49,26901507
310.6,312.67,308.25,310.37,32981826,1905.37,1906.94,1880.0,1882.98,2652859,179.84,180.68,178.69,180.23,4568829,21.0,21.0,19.05,19.12,4303154,162.8235,163.22,161.18,161.32,17493193,3.49,3.575,3.4,3.51,33027919,2.42,2.47,2.4,2.4117,10930,247.33,248.55,243.75,244.33,7623993,38.98,39.625,38.97,39.49,17304753,481.79,484.94,473.7,477.96,12365563
311.66,317.07,311.15,316.97,28105058,1891.31,1898.0,1880.8,1891.41,2515868,181.26,184.45,181.13,183.75,5292587,19.26,20.36,18.6,20.26,1943522,161.76,163.31,161.26,163.28,15536371,3.705,3.73,3.52,3.7,53898895,2.39,2.4135,2.3,2.3669,19909,247.66,252.9884,246.75,251.98,7187129,39.62,39.772,39.21,39.41,12669776,493.5,525.63,492.0,524.85,25531104
316.7,317.57,312.17,312.69,37279469,1885.96,1887.11,1858.55,1869.2,3123178,183.5,183.85,182.04,182.08,3538020,20.45,20.4979,19.55,19.99,1261908,163.39,163.6,161.72,162.15,18083058,3.7,3.82,3.61,3.78,51498100,2.33,2.37,2.3203,2.3615,11141,250.26,251.28,246.75,247.29,8102678,39.43,40.08,39.3,40.07,15092728,544.255,547.41,524.9,538.0,27042937
311.85,315.5,309.55,311.5,28107488,1872.13,1878.86,1855.09,1862.01,2658380,181.68,183.085,180.615,181.06,3189765,19.94,20.58,19.94,20.24,1545503,162.62,163.94,162.57,163.29,16410439,4.19,4.48,4.0,4.29,213876146,2.37,2.37,2.26,2.2801,14460,247.79,248.6891,244.53,245.57,6114053,40.19,40.87,40.17,40.68,18559687,529.76,537.84,516.7853,518.505,16462639
313.59,315.7,312.09,315.33,24013095,1882.99,1885.59,1866.02,1877.95,2419044,182.23,183.11,180.96,182.67,2268589,21.68,21.87,20.77,21.01,4633333,164.35,166.24,164.03,166.21,17391143,3.99,4.4,3.91,4.37,89011609,2.28,2.34,2.28,2.29,13490,247.72,249.17,246.775,249.0,6425872,40.79,40.795,40.3236,40.61,12881510,494.08,514.46,492.17,513.49,20068904
316.27,318.74,315.0,318.67,30204740,1885.89,1886.64,1857.25,1864.71,3437411,183.18,183.34,181.36,182.19,2828550,21.5,21.5,20.55,20.65,3180222,167.41,167.4675,165.43,167.05,25849940,4.51,4.705,4.46,4.67,94648988,2.3,2.34,2.285,2.2892,21915,249.7,250.0,247.37,249.27,5358765,40.57,40.805,40.42,40.51,18215573,507.61,515.6699,503.16,510.19,12517514
317.19,319.02,316.0,316.55,44685529,1865.0,1894.27,1860.0,1892.55,5977747,181.51,186.0,181.5,185.31,9710239,20.79,21.49,20.645,20.94,4002059,166.68,168.19,166.43,166.49,39893384,4.6,5.29,4.52,5.17,339213008,2.35,2.72,2.35,2.5663,175800,247.805,249.29,246.5703,247.96,8443287,40.38,40.66,40.19,40.36,33773832,530.23,548.58,528.41,547.3007,33002168
318.75,319.99,317.31,317.7,44852758,1896.09,1902.5,1883.34,1887.46,5797891,185.39,186.44,182.69,182.8,7726464,22.08,23.2,21.7,21.97,18821059,167.4,167.49,165.68,165.69,37346441,5.42,5.65,4.69,4.8,389376371,2.55,2.5784,2.5,2.5401,31528,249.63,253.59,249.0,250.11,10681990,40.32,40.41,39.97,40.19,28521444,571.51,594.5,559.1,569.43,59686356
317.86,319.56,315.65,319.2899,41293070,1885.11,1889.975,1872.76,1884.58,4048982,183.21,184.3,181.3,184.03,6236826,22.17,22.65,21.4,21.48,6809082,166.19,166.8,165.27,166.72,25894570,4.57,4.95,4.31,4.88,195422660,2.6,2.7,2.5163,2.7,130866,251.72,253.2,248.15,252.79,10606146,40.19,40.83,40.13,40.71,41812131,564.08,582.0,555.6027,571.9422,37423500
320.25,323.33,317.5188,318.33,67508467,1890.28,1894.99,1847.44,1861.64,6851714,185.0,186.13,181.13,182.07,8068646,21.6,21.8793,20.9,21.11,4771054,167.51,167.53,164.45,165.04,42175214,5.0,5.06,4.51,4.64,125077316,2.7,2.7,2.51,2.55,80380,257.5,259.5,248.3,250.55,17890525,40.94,40.97,39.635,39.83,58006023,570.63,573.86,554.26,564.96,27306834
310.06,311.77,304.88,308.96,35107297,1820.5,1841.0,1815.34,1828.89,3002750,178.77,181.73,177.3,180.7,3192630,22.1,23.12,21.12,22.71,9154806,161.15,163.375,160.2,162.26,22401929,3.985,4.35,3.84,4.0059,92102626,2.62,2.62,2.29,2.34,30696,238.24,242.25,232.23,240.18,10390204,39.41,40.43,39.25,40.15,24183359,541.99,564.44,539.28,557.54,12311739
312.6,318.4,312.19,317.76,30754951,1840.5,1858.11,1830.02,1853.33,2356589,181.14,183.855,180.3503,182.88,2364819,23.5,23.5,21.8501,22.35,5179109,163.78,165.755,163.073,165.46,18045860,4.25,4.27,4.03,4.2,44029205,2.48,2.48,2.34,2.42,11003,242.85,249.27,240.7143,248.0,6956945,39.32,39.49,37.95,38.13,57003531,568.44,576.81,558.08,566.82,11093082
324.45,327.85,321.38,324.32,47978319,1864.0,1874.75,1855.02,1858.0,1820096,184.0,184.1,181.62,181.77,2399549,22.23,22.34,20.45,20.53,4238014,167.84,168.75,165.69,168.18,26205744,4.23,4.33,4.02,4.26,45153085,2.42,2.4715,2.3001,2.31,15979,247.39,248.84,243.94,245.54,5714269,38.12,38.38,37.55,37.585,28058480,575.69,589.7999,567.43,581.0,13250284
320.65,324.09,318.75,323.8762,29370141,1858.0,1872.87,1850.61,1870.8896,3255311,180.9,185.94,180.54,185.68,3323950,21.05,21.74,20.8,20.98,2613868,174.025,174.05,170.79,172.74,47138947,4.24,4.38,4.01,4.08,68834130,2.36,2.45,2.2849,2.3,14287,241.61,246.35,239.4,245.81,6837877,37.1,37.17,36.69,37.06,25202426,632.42,650.88,618.0,640.93,26845261
320.95,322.68,308.29,309.33,46153891,2051.47,2055.72,2002.27,2007.75,14449332,184.86,186.03,180.79,182.25,3470551,21.14,21.32,20.05,20.52,2661333,172.36,172.4,169.58,170.17,30721335,4.02,4.04,3.67,3.775,72512366,2.3,2.4,2.24,2.24,24214,243.91,244.45,234.75,236.45,8263860,36.94,37.45,36.9,37.24,22627818,638.68,653.0,632.52,650.48,15067058
304.3,313.49,302.22,308.71,40308612,2010.6,2048.5,2000.25,2003.25,5527745,183.26,185.874,181.85,185.39,3761369,20.66,21.06,19.7,20.38,2951811,170.43,174.5,170.4,174.39,24512662,3.535,4.11,3.52,4.05,68160085,2.41,2.41,2.21,2.22,31320,235.7,241.1111,235.45,240.33,5804392,37.46,38.0351,37.3,37.5,16592344,673.69,786.14,673.52,780.28,45229406
315.31,319.64,313.6345,318.86,30865583,2029.81,2059.8,2015.37,2049.78,4958935,188.0,189.69,186.65,188.3,3380005,20.09,20.88,19.75,20.87,1594769,177.13,180.64,176.31,180.13,31785900,4.2899,4.7,4.16,4.51,108115685,2.24,2.24,1.8301,2.07,97434,246.0,247.9,244.02,247.14,5917343,38.08,38.24,37.63,37.7,26519927,882.96,968.9899,833.88,887.72,53837004
323.52,324.4,318.95,321.58,26442843,2071.02,2071.02,2032.0,2039.62,3950987,190.4,190.55,182.86,185.48,5425501,20.99,21.2,19.67,20.04,2435015,184.03,184.2,178.4101,179.94,33676758,4.37,4.48,4.13,4.39,60747326,1.55,1.57,1.47,1.5,699096,251.99,252.4,247.41,250.7968,4678963,37.85,38.57,37.82,38.18,23807790,822.8,845.98,704.1106,734.72,44703541
322.57,325.22,320.2648,325.21,23365266,2041.02,2056.3,2024.8,2050.37,2827062,186.83,187.56,184.24,186.72,2848352,20.27,20.32,19.7,19.88,1733849,180.97,183.8199,180.059,183.64,24058973,4.2,4.33,4.05,4.08,67913208,1.59,1.59,1.48,1.48,197911,252.14,254.25,248.88,254.25,5208915,38.44,38.5,38.03,38.26,17122070,699.92,795.83,687.0,748.5,38382071
322.37,323.4,318.0,320.04,27107613,2041.99,2098.53,2038.1,2079.21,4794674,186.85,188.65,185.65,185.69,3020396,19.79,23.39,19.79,23.23,9782640,182.845,185.63,182.48,183.95,26341568,4.02,4.02,3.74,3.81,74858093,1.47,1.5,1.4,1.45,71161,252.23,253.53,250.572,251.68,4244975,38.36,38.4,37.93,38.0564,17385105,731.0,769.75,730.0,747.9808,16311618
314.18,321.54,313.85,321.54,23748626,2085.01,2135.6,2084.96,2134.55,4671496,186.17,189.27,185.5618,189.07,3036813,23.5,23.95,22.3832,23.63,8678779,183.58,188.84,183.25,188.74,28613696,3.67,3.91,3.6187,3.8665,60515758,1.45,1.45,1.31,1.33,110575,252.32,263.0,252.3,262.99,11803883,38.21,38.22,37.72,37.81,14166100,800.41,819.99,752.4,770.8467,23238209
323.6,323.9,318.71,319.61,21422946,2150.9,2185.95,2136.0,2152.27,5584290,191.48,192.6,188.65,189.11,3903492,22.09,22.74,21.28,21.35,6092938,190.65,190.7,183.5,184.44,50542643,3.83,4.05,3.8,3.95,50036901,1.36,1.38,1.23,1.26,222612,267.32,272.5,264.83,267.91,15355617,37.89,38.13,37.755,38.1,13421873,768.5,783.5061,758.0,774.02,11177954
321.62,327.21,321.47,327.2,24425223,2163.95,2180.2495,2155.29,2161.34,3101082,189.71,190.52,186.77,189.34,4151527,19.64,19.67,18.5,19.01,17311197,185.58,185.85,181.85,184.72,41959355,3.995,4.2,3.98,4.07,46802705,1.3,1.36,1.25,1.2698,99600,270.01,272.8,268.4474,272.54,8752194,38.09,38.19,37.72,37.7375,18316262,778.0,789.75,763.37,767.44,11193209
324.19,326.22,323.35,324.91,21088852,2146.0,2170.28,2142.0,2151.12,2688038,188.5,191.05,188.42,188.68,2669668,19.36,19.8,18.89,19.04,6647867,183.08,186.23,182.872,183.76,32321759,3.95,4.05,3.86,4.02,33276378,1.32,1.32,1.24,1.2979,36893,270.21,273.48,269.11,270.81,9853380,37.58,37.58,36.885,36.94,16890447,741.84,818.0,735.0,803.86,24953651
324.74,325.98,322.85,324.94,17502899,2155.68,2159.0352,2125.89,2135.48,2362540,189.35,190.25,188.1,189.8,3051625,19.27,19.29,18.85,19.0,4201936,183.25,185.41,182.65,185.35,19699788,4.02,4.035,3.75,3.78,65143644,1.3,1.32,1.26,1.32,58220,287.26,294.97,286.0,289.8,25030458,36.97,37.04,36.42,36.5,16230022,787.22,812.97,785.5,799.9724,14271351
315.36,319.75,314.61,319.0,34217504,2127.98,2166.07,2124.105,2155.67,2674865,190.95,191.5,188.92,191.07,3729828,19.14,19.35,18.57,18.915,3873718,185.605,187.7,184.34,187.22,25137072,3.9,3.98,3.76,3.8,43592667,1.4,1.42,1.33,1.36,45592,285.6435,297.31,284.86,296.57,13874523,36.55,36.67,36.2676,36.31,13852437,841.6,860.0,832.36,858.66,14593786
320.0,324.57,320.0,323.62,19929550,2167.8,2185.1,2161.12,2170.21,2261147,192.0,193.92,191.8,192.87,3182741,19.09,19.24,18.725,18.91,3072383,188.06,188.18,186.47,187.28,23002237,3.93,4.1,3.86,4.085,67242551,1.34,1.39,1.29,1.38,95251,301.38,315.41,301.38,314.71,16303485,36.4,36.5,36.21,36.2354,13855951,923.5,944.78,901.02,916.96,23657004
322.55,324.65,318.21,320.3,22805445,2172.67,2176.79,2127.45,2153.59,2908965,194.0,195.72,189.77,193.27,4869757,18.86,19.17,18.42,18.539,3348185,186.95,187.25,181.1,184.33,32327097,4.1,4.4,4.01,4.26,81495872,1.28,1.41,1.26,1.41,88844,312.765,316.32,296.35,308.58,19289575,35.71,36.06,35.41,35.84,36690647,911.81,912.0,859.94,899.18,16797173
318.62,320.45,310.5,313.03,29739870,2141.0,2144.55,2088.0,2095.97,4363040,191.84,192.04,186.72,189.48,4711531,18.47,18.55,17.91,18.23,3163694,183.17,183.5,177.25,178.56,45071812,4.2,4.2,4.02,4.08,37237716,1.36,1.4,1.3396,1.35,19541,304.22,305.2,290.66,294.1,18269432,35.76,35.82,35.53,35.72,27517563,906.74,913.06,880.45,901.0,13379998
297.26,304.18,289.23,298.17,49427633,2003.18,2039.295,1987.9742,2008.74,6047539,178.79,187.15,178.79,186.01,7213904,19.23,19.28,18.3,18.56,5092562,167.77,174.55,163.23,170.88,61441188,3.79,3.935,3.76,3.87,50832488,1.29,1.31,1.26,1.28,90632,270.19,281.8723,268.0,273.2,20046550,35.04,35.395,34.6,34.68,27975406,839.0,863.5,822.2,833.16,14109712
300.95,302.53,286.13,288.08,52521891,2026.42,2034.6,1958.42,1970.65,5858950,188.47,189.98,179.43,181.61,8208030,22.15,26.55,20.51,23.75,62081056,174.2,174.84,167.6462,168.05,58615017,5.18,5.19,4.24,4.42,172489745,1.26,1.29,1.26,1.27,73460,276.3035,278.79,257.96,262.05,25287667,34.68,34.74,33.71,33.93,33619286,849.18,856.6,787.0,799.11,16703593
286.53,297.88,286.5,292.69,46094168,1970.01,2014.67,1960.45,1979.61,4906059,176.54,182.665,174.25,178.84,12469322,29.05,29.98,27.08,29.16,71255338,169.71,173.26,168.21,170.16,49097842,4.5,4.71,4.3,4.335,63245954,1.28,1.336,1.27,1.275,43690,262.06,275.45,262.0,267.59,17887340,34.24,35.21,34.02,34.72,38159864,783.0,813.31,776.11,778.8,13266973
281.1,286.0,272.96,273.04,72477356,1934.38,1975.0,1882.7621,1882.88,7600123,172.21,178.33,170.05,172.1,8802353,35.88,36.0,23.05,26.145,64241810,163.37,167.03,157.98,158.0,82876439,4.09,4.3,3.92,4.14,70327590,1.27,1.3,1.27,1.295,67972,254.9,267.0,248.89,252.19,21315607,34.44,35.71,34.1,34.1,40170229,730.0,739.77,669.0,678.85,22838989
257.26,278.41,256.37,274.64,96710951,1814.63,1889.76,1811.129,1889.18,8494919,164.99,171.77,163.12,170.4,10712353,23.38,25.95,22.015,25.95,22715144,152.41,163.71,152.0,162.11,85148699,3.94,4.14,3.87,4.13,55883742,1.35,1.38,1.15,1.33,80992,242.455,272.46,241.79,270.16,26353659,33.49,33.94,32.53,33.44,51304222,629.7,690.52,611.52,667.43,23087454
282.28,301.44,277.72,298.82,78891672,1905.26,1954.51,1870.0,1954.0,6115818,172.2,176.79,168.59,176.76,6601931,27.0,30.75,25.21,29.8701,31719851,165.31,172.92,162.31,172.85,59743368,4.15,4.19,3.9,4.1,50705217,1.32,1.3699,1.18,1.27,41958,276.9,277.59,261.0,276.57,20608284,33.91,34.95,33.445,34.895,31505102,711.26,743.69,686.67,743.69,18641901
303.67,304.0,285.8,289.31,74214898,1973.0,1996.33,1888.0901,1908.88,6986980,178.41,178.42,167.09,169.26,6671846,27.8035,28.6,26.6,27.91,16250812,173.8,175.0,162.26,164.38,62650846,4.08,4.21,3.95,4.055,42864728,1.32,1.32,1.25,1.2695,19366,278.6665,281.07,262.4601,265.64,15400379,35.18,35.78,33.86,34.27,36634538,805.5,806.98,716.1106,745.51,23727404
296.44,303.4,293.13,302.76,49969205,1946.57,1978.0,1922.0,1976.46,4261291,172.25,175.81,169.63,175.67,5195374,27.99,28.72,26.8,27.46,11251011,168.48,170.7,165.62,170.54,41535592,4.03,4.07,3.77,3.87,44419184,1.37,1.37,1.21,1.2801,35806,270.2,284.89,267.2,284.56,13898597,35.1,36.46,34.95,36.395,30776789,763.9603,766.52,724.7345,749.5,13975877
295.52,299.55,291.41,292.92,42089988,1933.0,1960.72,1910.0,1924.03,4275800,172.57,173.75,168.1,169.53,4702515,27.49,28.95,26.535,28.0001,16622635,166.1,170.87,165.69,166.24,55003134,3.78,3.89,3.68,3.72,64794457,1.29,1.3719,1.25,1.28,92160,276.5,283.2,271.5,273.29,16273708,35.65,36.18,35.155,35.47,34614131,723.5,745.75,718.07,723.62,10164674
282.0,290.82,281.23,288.98,51462221,1875.0,1910.87,1869.5,1901.14,4771029,165.67,167.57,158.54,164.08,8586924,27.98,29.8,27.67,29.61,20634051,162.61,163.11,156.0,161.57,64129134,3.62,3.66,3.42,3.545,56226466,1.28,1.3,1.2161,1.27,30155,266.08,268.39,258.0,266.07,11648362,34.7,35.17,34.12,35.02,64187394,693.0,707.0,684.27,703.39,23777510
263.75,278.09,263.0,266.09,130952816,1768.6001,1862.77,1761.29,1800.01,13436736,151.89,157.71,150.64,151.19,8416949,28.58,28.6999,24.16,24.28,12590420,150.91,157.75,150.0,150.62,62454509,3.01,3.54,2.99,3.31,47753301,1.0,1.15,1.0,1.08,73163,239.78,259.4,238.18,245.01,14140686,33.46,34.69,33.16,33.756,70410956,605.39,662.998,605.0,606.46,15637810
277.14,286.44,269.37,285.69,65679929,1870.0,1894.27,1818.17,1894.0,6442309,157.23,161.47,151.0,161.36,9741364,25.71,25.94,21.28,22.34,12797964,158.04,161.03,152.58,161.03,56396588,3.49,3.54,3.29,3.5,31252684,1.06,1.19,1.02,1.05,37606,256.57,261.08,245.99,261.08,13232029,34.57,34.66,33.01,34.59,64923758,659.43,668.0,608.0,645.0,14714548
277.39,281.22,271.86,275.3,58216000,1857.85,1871.3195,1801.5,1819.63,5114340,157.68,159.62,150.15,154.63,8698873,22.54,25.7491,22.5235,23.6,29115718,157.34,157.7,151.15,153.56,100064575,3.4,3.53,3.26,3.3202,28786877,1.03,1.08,1.0,1.06,51696,255.455,256.6,242.57,246.16,23260658,33.76,33.88,31.66,32.1656,106104276,640.2,653.58,613.0,633.905,12845088
255.94,270.0,248.0,248.0,96606887,1721.98,1765.0,1675.0,1676.21,10301824,144.34,151.23,140.12,140.55,12018578,22.8997,24.28,21.9,22.24,10739908,145.3,153.47,138.58,138.76,81747972,3.06,3.23,2.98,3.13,46616660,0.88,1.0,0.83,0.8802,36155,225.46,236.119,215.8,216.035,18564487,30.48,32.0,30.0,30.01,103539848,580.0,594.5,546.25,556.01,17650406
264.89,279.92,252.95,278.06,83319113,1755.0,1786.31,1680.62,1786.31,7834519,149.47,149.5,135.32,147.78,11795083,23.0,23.47,19.31,21.3,11120313,147.5,161.91,140.73,158.85,78011808,3.28,3.33,2.99,3.11,38950718,0.88,0.985,0.88,0.98,16008,230.5,241.02,219.61,240.83,14272995,31.27,32.88,30.23,32.755,96457074,595.0,607.57,502.0,546.2,21281778
241.95,259.08,240.0,241.47,74222204,1642.0,1759.4519,1626.0319,1688.0,8030027,134.01,141.55,123.39,124.3,12297386,23.76,27.8,22.22,26.44,73407408,140.0,149.35,135.0,135.4144,155635716,2.87,3.11,2.75,2.95,37340108,0.86,0.86,0.78,0.8456,93866,211.35,226.1,194.0,196.59,33636520,29.94,32.285,29.65,30.16,81200894,469.4997,494.8699,442.17,444.9801,38445545
247.51,257.61,238.4,252.85,151273870,1776.0,1857.775,1689.2402,1807.38,20134204,127.0,138.01,122.92,135.42,10742648,29.36,32.7,27.3148,28.16,43747734,140.0,147.4998,135.0,146.57,72989148,2.97,3.12,2.79,2.9,32168814,0.79,0.8199,0.75,0.7701,39633,200.91,220.86,191.0,217.26,19481679,31.64,32.65,30.59,32.17,89698756,440.01,471.85,396.0,430.0,23150951
239.77,250.0,237.12,249.0,62337123,1750.0,1841.66,1745.0,1832.39,7949578,125.54,133.42,115.29,132.23,9952829,27.15,32.3,26.55,31.45,22609801,138.0,146.0,135.02,142.13,66830974,2.4,2.58,2.11,2.41,75234639,0.7277,0.7277,0.65,0.6601,23384,199.61,209.94,180.6807,203.51,18617665,30.77,32.61,30.31,32.4,66539425,389.0,404.86,350.51,361.6,39969144
247.385,252.84,242.61,244.78,61569852,1858.33,1945.0,1832.65,1880.5,9312968,131.59,144.0,128.86,139.45,9041176,32.78,34.98,25.19,28.27,73657178,142.77,150.15,139.0,142.67,143007530,2.3,2.55,2.23,2.38,32754204,0.6803,0.7999,0.625,0.6746,212294,202.02,216.73,193.39,212.97,35249244,32.22,32.25,30.01,30.45,99642858,374.6965,452.0,358.46,427.295,28716890
247.18,251.83,228.0,228.74,83656772,1925.0,1957.0,1820.73,1846.09,9098838,140.42,146.2,134.6,139.72,10740452,29.25,30.23,26.2,28.15,15195900,146.01,147.1,135.86,136.77,79911281,2.49,2.64,2.35,2.4,46609737,0.71,0.77,0.602,0.7462,20420,219.0,230.32,205.13,205.71,19141769,30.28,30.67,28.91,28.9999,86105376,438.2,477.0,425.79,427.53,27182628
228.08,228.4997,212.61,223.43,77575565,1827.75,1919.4,1812.0,1902.54,7171193,138.76,143.72,134.11,140.52,11024068,28.71,29.81,26.25,26.53,10887773,137.01,140.57,132.52,135.56,70948783,2.34,2.37,2.15,2.36,41098057,0.7115,0.7115,0.6501,0.7065,29795,205.72,216.48,198.52,212.11,15256839,28.76,29.58,27.88,28.4391,84903734,433.55,441.9999,410.5,434.29,15611610
236.36,247.69,234.3,246.88,64013339,1951.31,1955.0,1900.3403,1940.0,6411717,144.63,154.14,143.176,153.45,9660517,27.09,27.25,24.36,25.82,12131667,143.75,149.6,141.27,148.34,71620681,2.55,2.75,2.4,2.6,57384862,0.69,0.74,0.69,0.7339,23145,228.95,252.66,228.05,249.47,25936632,29.51,30.05,28.9,29.71,70698624,476.3,513.69,474.0,504.3,21685259
250.82,258.25,244.3,245.465,67944382,1920.69,1950.26,1885.78,1885.78,5985263,152.67,158.0,146.96,147.07,9574810,25.0,27.98,24.79,27.13,9462594,148.91,154.33,144.44,146.85,65917270,2.72,2.99,2.6,2.77,51675481,0.74,0.74,0.69,0.71745,34851,253.8,261.82,243.66,245.48,18461797,29.5,30.72,29.0,29.75,69723726,545.25,557.0,511.11,539.175,19706795
246.52,258.68,246.36,258.48,54641901,1902.0,1956.49,1889.29,1955.225,5377163,148.3,155.08,147.73,154.45,6693168,27.56,28.79,27.56,27.92,5408629,148.4,156.66,148.37,156.11,53636552,2.81,3.07,2.78,2.9438,40041803,0.7374,0.7374,0.69,0.6971,49676,253.94,262.22,250.0,257.24,15951423,29.89,31.99,29.88,31.67,65936788,547.39,560.0,512.25,528.05,16688863
252.75,255.87,247.05,247.62,45641532,1931.0,1939.79,1899.92,1899.92,4672178,150.63,151.45,144.91,145.94,7105316,28.37,31.09,27.95,30.05,12133891,151.75,154.89,149.2,149.61,48247560,2.85,2.89,2.76,2.8399,22992362,0.7152,0.8949,0.7,0.8502,250134,250.5,263.1177,248.68,252.54,14589385,30.8,31.74,30.66,30.92,50042564,505.0,525.8,494.03,514.56,13608376
250.74,255.52,249.4,254.79,37524398,1922.48,1973.63,1912.34,1964.78,5244822,147.72,153.0,146.56,149.85,6953148,30.59,31.69,28.27,30.47,20759908,152.44,160.6,150.01,160.3,113344210,2.81,2.83,2.7,2.7,17187135,1.07,1.54,0.86,1.05,5812920,255.36,265.96,253.59,265.625,28169730,31.05,32.845,31.05,32.68,45336160,510.26,516.6471,491.23,502.1,11162231
255.6,262.49,252.0,254.3,41083385,1964.35,1993.02,1944.01,1949.79,4471543,149.03,151.95,142.78,143.78,9147037,30.6,30.98,29.2,29.95,5579300,159.44,164.78,156.56,157.64,66265405,2.83,2.88,2.68,2.775,26060662,1.15,1.15,0.86,0.916,471246,267.2,275.3999,257.75,263.61,20115899,32.4,33.0,32.235,32.66,43484870,501.25,542.96,497.0,524.48,16421035
246.5,248.72,239.13,240.76,39826068,1933.0,1944.96,1893.0,1906.58,3729348,138.32,139.06,133.1,134.05,7934850,30.05,30.94,29.44,29.67,6802935,153.0,157.75,150.82,151.94,51267295,2.63,2.76,2.6,2.64,15508094,0.9,0.9,0.7,0.7501,244931,255.65,261.53,241.28,243.01,15516654,31.92,32.28,31.53,31.74,41700292,504.0,513.9548,475.1,481.58,12570750
240.34,245.15,236.9,244.93,75974814,1901.64,1927.5258,1890.0,1918.83,8042698,134.01,135.39,130.0362,134.38,6651514,30.6,33.39,29.84,33.195,15378888,151.86,155.48,150.36,155.26,44283455,2.51,2.59,2.22,2.3849,54507636,0.7876,0.8249,0.7135,0.7213,102044,244.24,256.0,242.31,255.57,15643824,31.9,33.0,31.75,32.87,44997294,481.03,494.2599,446.4,454.47,15413671
242.8,245.7,238.9741,241.43,29119767,1911.15,1926.33,1889.15,1906.6,3159348,134.45,136.19,131.6608,134.3,4484114,32.81,35.66,32.72,34.84,16500540,155.1,157.38,152.19,153.8201,36820781,2.45,2.4896,2.33,2.39,17659058,0.7,0.7156,0.51,0.649,156772,254.05,255.63,238.39,243.91,15828854,32.63,33.89,32.63,33.62,51347158,509.5,515.49,468.3901,480.0,21274333
250.9,263.11,249.38,262.285,43802547,1936.0,1998.52,1930.02,1998.49,5120376,139.0,149.85,138.3,147.09,9548401,34.91,35.185,33.33,34.63,21067296,160.17,166.5,157.58,165.27,110309126,2.48,2.55,2.4,2.4732,30485857,0.9888,0.9888,0.70011,0.71,389774,255.24,269.81,252.93,268.4,33654265,33.92,34.9,33.78,34.52,53675430,511.16,521.0,497.96,516.24,27631958
270.8,271.7,259.0,259.385,47214898,2017.26,2035.72,1997.62,2011.6,4710631,150.33,150.8,144.51,145.04,7142495,33.81,34.03,30.9801,31.995,19529282,169.59,170.0,163.26,163.49,113427660,2.81,2.81,2.65,2.68,42026302,0.82,0.8684,0.7469,0.824899,404606,277.3,278.25,257.3,258.95,36959406,35.0,35.17,33.59,33.6,39733880,545.0,565.0,532.34,545.47,17334969
